product_id,product_name,category,price,discount,average_rating,num_reviews,review_variance,description_keywords,title_similarity,image_quality_score,seller_id,seller_rating,seller_tenure_months,return_rate,shipping_time_days,complaint_count,verified_seller,price_to_market_avg_ratio,rating_to_review_ratio,discount_rating_correlation,genuine_label
P0309,Laptop Gaming 17 inch,Electronics,56789.23,73.8,1.67,912,2.16,replica discounted,0.389,0.334,S0309,1.78,3,35.89,15,15,0,11.357846,0.001831,123.24,0
P0310,Winter Coat Long,Fashion,5432.89,51.2,2.34,489,1.86,refurbished limited,0.545,0.489,S0310,2.45,9,21.89,11,13,0,1.086578,0.004785,119.8,0
P0311,Juicer Mixer Grinder,Home,5678.23,36.9,3.45,478,1.49,discounted imported,0.723,0.689,S0311,3.56,20,10.89,6,7,0,1.135646,0.007218,127.3,0
P0312,Perfume Gift Set,Beauty,3987.45,25.8,4.12,412,0.89,premium authentic,0.867,0.856,S0312,4.56,38,3.12,3,2,1,0.79749,0.01,106.3,1
P0313,Toy Tool Set Pretend,Toys,1234.56,15.4,4.34,212,0.76,authentic genuine,0.878,0.867,S0313,4.67,37,2.89,3,2,1,0.246912,0.020472,66.84,1
P0314,Coconut Sugar Organic,Grocery,1456.78,16.7,4.12,156,0.74,imported premium,0.867,0.854,S0314,4.45,35,3.01,3,2,1,0.291356,0.02641,68.8,1
P0315,Portable SSD 500GB,Electronics,6789.45,58.9,2.01,589,1.98,discounted replica,0.478,0.412,S0315,1.98,5,27.89,13,14,0,1.35789,0.003412,118.39,0
P0316,Athletic Tank Top,Fashion,678.9,9.7,4.67,145,0.56,genuine warranty,0.912,0.901,S0316,4.78,41,2.01,2,1,1,0.13578,0.032207,45.3,1
P0317,Fan Exhaust Window,Home,2876.45,26.3,3.78,389,1.12,discounted warranty,0.778,0.756,S0317,3.89,23,7.45,5,5,1,0.57529,0.009717,99.41,1
P0318,Body Butter Shea,Beauty,1234.56,13.6,4.78,267,0.64,authentic premium,0.912,0.901,S0318,4.89,44,1.98,2,1,1,0.246912,0.017903,65,1
P0319,Toy Telescope Kids,Toys,2345.89,23.4,4.01,334,0.99,premium sealed,0.845,0.823,S0319,4.34,31,3.89,3,3,1,0.469178,0.012006,93.83,1
P0320,Hemp Seeds Shelled,Grocery,2876.45,24.8,4.23,298,0.92,imported original,0.856,0.845,S0320,4.56,36,3.45,3,2,1,0.57529,0.014195,104.87,1
P0321,Keyboard Wireless Slim,Electronics,2134.56,27.6,3.67,378,1.19,discounted limited,0.734,0.701,S0321,3.67,21,8.34,5,6,1,0.426912,0.009709,101.29,1
P0322,Formal Shoes Oxford,Fashion,3456.78,33.8,3.34,445,1.45,replica refurbished,0.689,0.634,S0322,3.12,17,11.56,7,8,0,0.691356,0.007506,112.88,0
P0323,Gas Oven Built-in,Home,23456.78,63.4,2.12,745,2.02,discounted replica,0.512,0.467,S0323,2.34,7,26.89,13,14,0,4.691356,0.002846,134.4,0
P0324,Nail Strengthener Base,Beauty,456.78,6.3,4.89,112,0.41,premium authentic,0.934,0.923,S0324,4.91,47,1.45,2,0,1,0.091356,0.043661,30.81,1
P0325,Toy Telescope Beginner,Toys,3987.23,30.7,3.89,412,1.23,genuine imported,0.801,0.778,S0325,4.01,27,7.12,4,5,1,0.797446,0.009442,119.41,1
P0326,Millet Flour Multi Grain,Grocery,892.45,11.3,4.34,123,0.63,imported sealed,0.878,0.867,S0326,4.56,37,2.67,2,2,1,0.17849,0.035285,49.04,1
P0327,Monitor Stand Adjustable,Electronics,1876.45,20.9,4.12,298,0.91,authentic warranty,0.856,0.834,S0327,4.34,32,3.89,3,3,1,0.37529,0.013826,86.14,1
P0328,Palazzo Pants Wide,Fashion,1987.45,19.3,4.34,312,0.87,premium warranty,0.867,0.856,S0328,4.67,37,3.12,3,2,1,0.39749,0.01391,83.77,1
P0329,Wet Grinder Table Top,Home,9876.54,46.7,2.67,601,1.8,refurbished limited,0.612,0.567,S0329,2.78,12,18.89,10,11,0,1.975308,0.004442,124.66,0
P0330,Makeup Remover Wipes,Beauty,345.67,5.6,4.78,98,0.38,authentic original,0.923,0.912,S0330,4.89,46,1.56,2,1,1,0.069134,0.048776,26.77,1
P0331,Educational Globe World,Toys,1876.89,18.9,4.23,267,0.85,premium genuine,0.867,0.856,S0331,4.56,36,3.12,3,2,1,0.375378,0.015843,79.95,1
P0332,Tea Assam Black Leaf,Grocery,1234.89,14.8,4.12,167,0.72,imported premium,0.867,0.854,S0332,4.45,35,2.89,3,2,1,0.246978,0.024671,60.98,1
P0333,Smart TV 43 inch 4K,Electronics,22345.67,67.8,1.89,756,2.09,replica discounted,0.445,0.389,S0333,1.98,4,31.45,14,15,0,4.469134,0.0025,128.15,0
P0334,Raincoat Windproof,Fashion,892.45,11.8,4.45,178,0.66,genuine sealed,0.889,0.878,S0334,4.67,39,2.45,2,2,1,0.17849,0.025,52.51,1
P0335,Steamer Food Electric,Home,4321.67,32.4,3.67,445,1.37,discounted warranty,0.734,0.712,S0335,3.78,22,9.23,5,6,1,0.864334,0.008247,118.9,1
P0336,Lip Liner Nude Shade,Beauty,234.56,4.9,4.89,89,0.33,premium authentic,0.934,0.923,S0336,4.91,48,1.34,2,0,1,0.046912,0.054944,23.96,1
P0337,Train Track Set Wooden,Toys,2876.45,25.6,4.01,356,1.01,authentic sealed,0.834,0.823,S0337,4.23,30,4.45,4,4,1,0.57529,0.011264,102.66,1
P0338,Amaranth Flour Gluten,Grocery,1567.89,17.9,4.23,189,0.81,imported original,0.867,0.856,S0338,4.56,36,3.23,3,2,1,0.313578,0.022381,75.72,1
P0339,Motherboard Gaming RGB,Electronics,15678.9,61.4,2.12,689,2,discounted replica,0.489,0.434,S0339,2.01,6,28.67,13,14,0,3.13578,0.003077,130.17,0
P0340,Chinos Slim Fit,Fashion,2345.67,21.9,4.12,334,0.92,premium warranty,0.856,0.845,S0340,4.45,34,3.67,3,3,1,0.469134,0.012335,90.23,1
P0341,Iron Box Steam Press,Home,2134.56,23.7,3.89,378,1.04,genuine imported,0.812,0.789,S0341,4.01,26,5.78,4,4,1,0.426912,0.010291,92.21,1
P0342,Face Oil Rosehip,Beauty,1678.9,16.2,4.67,298,0.69,authentic premium,0.901,0.889,S0342,4.78,41,2.23,2,2,1,0.33578,0.015671,75.66,1
P0343,Toy Drone Mini,Toys,3456.89,29.8,3.78,389,1.17,discounted warranty,0.789,0.767,S0343,3.89,24,7.23,5,5,1,0.691378,0.009717,112.61,1
P0344,Cocoa Powder Unsweetened,Grocery,892.67,10.6,4.34,134,0.61,imported sealed,0.878,0.867,S0344,4.67,39,2.34,2,2,1,0.178534,0.032388,46,1
P0345,Cooling Pad Laptop,Electronics,1876.45,22.3,4.01,312,0.96,genuine warranty,0.834,0.812,S0345,4.23,30,4.23,3,4,1,0.37529,0.012853,89.43,1
P0346,Saree Silk Traditional,Fashion,4567.89,37.9,3.23,467,1.52,replica refurbished,0.689,0.645,S0346,3.01,15,12.34,7,9,0,0.913578,0.006916,122.42,0
P0347,Oven Microwave Solo,Home,6789.12,40.2,2.89,523,1.63,discounted limited,0.656,0.612,S0347,2.89,14,14.23,8,9,0,1.357824,0.005526,116.17,0
P0348,Toner Witch Hazel,Beauty,678.23,8.8,4.78,156,0.52,premium original,0.923,0.912,S0348,4.89,45,1.78,2,1,1,0.135646,0.030641,42.06,1
P0349,Water Beads Sensory,Toys,345.78,6.7,4.67,98,0.43,authentic genuine,0.912,0.901,S0349,4.78,42,1.89,2,1,1,0.069156,0.047653,31.29,1
P0350,Pistachio Raw Unsalted,Grocery,3987.45,28.4,4.01,389,1.06,imported premium,0.823,0.812,S0350,4.23,30,5.12,4,4,1,0.79749,0.010308,113.9,1
P0351,Mouse Gaming Wireless,Electronics,3214.56,31.8,3.56,423,1.4,discounted limited,0.712,0.678,S0351,3.45,19,10.34,6,7,0,0.642912,0.008417,113.18,0
P0352,Beanie Winter Wool,Fashion,567.89,9.1,4.56,134,0.54,premium sealed,0.901,0.889,S0352,4.67,40,2.12,2,1,1,0.113578,0.03403,41.5,1
P0353,Geyser Electric 15L,Home,8765.43,44.9,2.78,578,1.75,refurbished replica,0.623,0.578,S0353,2.67,11,17.89,9,11,0,1.753086,0.00481,124.84,0
P0354,Sheet Mask Variety Pack,Beauty,1234.56,13.9,4.67,245,0.66,authentic premium,0.901,0.889,S0354,4.78,43,2.01,2,1,1,0.246912,0.019061,64.91,1
P0355,Toy Truck Dump,Toys,1567.89,18.6,4.12,267,0.84,premium genuine,0.867,0.856,S0355,4.45,35,3.23,3,2,1,0.313578,0.015431,76.67,1
P0356,Walnut Raw Shelled,Grocery,2876.45,23.9,4.23,312,0.91,imported original,0.867,0.856,S0356,4.56,37,3.45,3,2,1,0.57529,0.013558,101.08,1
P0357,Thermal Paste CPU,Electronics,456.78,7.9,4.34,123,0.54,genuine sealed,0.878,0.867,S0357,4.56,38,2.23,2,1,1,0.091356,0.035285,34.29,1
P0358,Shorts Denim Ripped,Fashion,1234.89,15.7,4.34,245,0.75,premium warranty,0.878,0.867,S0358,4.67,38,2.89,3,2,1,0.246978,0.017714,68.14,1
P0359,Blender Hand Stick,Home,2876.45,25.1,3.89,389,1.07,discounted imported,0.801,0.778,S0359,3.98,25,6.45,4,5,1,0.57529,0.01,97.65,1
P0360,Serum Retinol Night,Beauty,2345.67,19.8,4.45,356,0.79,authentic premium,0.889,0.876,S0360,4.78,40,2.56,3,2,1,0.469134,0.0125,88.14,1
P0361,Toy Cash Register,Toys,2134.56,22.9,4.12,312,0.93,authentic sealed,0.856,0.845,S0361,4.45,33,3.67,3,3,1,0.426912,0.013205,94.35,1
P0362,Brazil Nut Raw Organic,Grocery,3456.78,27.6,4.01,378,1.05,imported premium,0.834,0.823,S0362,4.23,31,4.89,4,4,1,0.691356,0.010608,110.65,1
P0363,LED Strip Lights RGB,Electronics,1876.45,24.7,3.78,334,1.09,discounted warranty,0.778,0.756,S0363,3.89,23,6.89,5,5,1,0.37529,0.011317,93.35,1
P0364,Jeggings Stretch Denim,Fashion,1456.78,16.4,4.34,267,0.78,genuine imported,0.878,0.867,S0364,4.56,36,3.01,3,2,1,0.291356,0.016255,71.17,1
P0365,Sandwich Grill Press,Home,3456.78,28.9,3.67,423,1.23,discounted limited,0.756,0.723,S0365,3.78,22,8.23,5,6,1,0.691356,0.008677,106.04,1
P0366,Primer Eye Shadow Base,Beauty,567.89,7.6,4.78,145,0.49,premium authentic,0.923,0.912,S0366,4.89,45,1.78,2,1,1,0.113578,0.032966,36.33,1
P0367,Play Mat Foam Puzzle,Toys,1876.45,20.4,4.23,289,0.88,premium genuine,0.867,0.856,S0367,4.67,38,3.12,3,2,1,0.37529,0.014636,86.29,1
P0368,Pine Nut Raw Organic,Grocery,5432.89,34.8,3.89,445,1.34,imported original,0.767,0.745,S0368,4.01,26,8.89,5,6,1,1.086578,0.008742,135.34,1
P0369,SSD M.2 NVMe 512GB,Electronics,5678.9,55.3,2.34,534,1.9,replica discounted,0.523,0.478,S0369,2.45,8,24.89,12,13,0,1.13578,0.004382,129.4,0
P0370,Sweatshirt Hooded,Fashion,2134.56,20.1,4.12,334,0.9,premium warranty,0.856,0.845,S0370,4.45,34,3.56,3,3,1,0.426912,0.012335,82.81,1
P0371,Hot Plate Double Burner,Home,4567.89,33.2,3.45,467,1.43,refurbished limited,0.712,0.678,S0371,3.34,18,10.67,6,8,0,0.913578,0.007388,114.55,0
P0372,Cleansing Balm Makeup,Beauty,1456.78,14.9,4.67,267,0.68,authentic premium,0.901,0.889,S0372,4.78,42,2.12,2,2,1,0.291356,0.017491,69.58,1
P0373,Toy Xylophone Musical,Toys,892.67,12.6,4.34,178,0.71,premium original,0.878,0.867,S0373,4.56,37,2.78,3,2,1,0.178534,0.024382,54.68,1
P0374,Hazelnut Raw Whole,Grocery,2876.45,24.3,4.12,334,0.95,imported sealed,0.856,0.845,S0374,4.45,35,3.67,3,3,1,0.57529,0.012335,100.11,1
P0375,Docking Station USB C,Electronics,4321.67,36.7,3.23,445,1.48,discounted replica,0.689,0.645,S0375,3.12,17,11.45,7,8,0,0.864334,0.007258,118.53,0
P0376,Poncho Rain Waterproof,Fashion,678.9,10.3,4.56,145,0.57,genuine sealed,0.901,0.889,S0376,4.67,39,2.23,2,1,1,0.13578,0.031448,46.97,1
P0377,Roti Maker Electric,Home,2876.45,26.8,3.78,389,1.12,discounted warranty,0.789,0.767,S0377,3.89,24,7.56,5,5,1,0.57529,0.009717,101.29,1
P0378,Lip Gloss High Shine,Beauty,345.67,5.4,4.89,98,0.37,premium authentic,0.934,0.923,S0378,4.91,47,1.45,2,0,1,0.069134,0.049898,26.4,1
P0379,Toy Helicopter Remote,Toys,3456.89,30.6,3.89,389,1.21,genuine imported,0.801,0.778,S0379,4.01,27,7.23,4,5,1,0.691378,0.01,119.08,1
P0380,Pecan Raw Halves,Grocery,3987.45,29.7,4.01,389,1.08,imported premium,0.823,0.812,S0380,4.23,30,5.67,4,4,1,0.79749,0.010308,119.07,1
P0381,Cable HDMI 2.1,Electronics,892.45,11.9,4.23,178,0.68,authentic warranty,0.867,0.856,S0381,4.45,34,2.89,3,2,1,0.17849,0.023764,50.34,1
P0382,Shorts Cargo Multi Pocket,Fashion,1567.89,17.6,4.23,278,0.83,premium sealed,0.867,0.856,S0382,4.67,37,3.12,3,2,1,0.313578,0.015216,74.45,1
P0383,Bread Toaster 4 Slice,Home,3214.56,28.4,3.78,412,1.2,discounted imported,0.767,0.745,S0383,3.89,23,7.89,5,5,1,0.642912,0.009175,107.35,1
P0384,Micellar Water Cleanse,Beauty,892.34,10.2,4.78,189,0.55,authentic premium,0.912,0.901,S0384,4.89,44,1.89,2,1,1,0.178468,0.025291,48.76,1
P0385,Sand Play Set Beach,Toys,1234.56,15.8,4.34,223,0.76,premium genuine,0.878,0.867,S0385,4.56,36,2.89,3,2,1,0.246912,0.019462,68.57,1
P0386,Macadamia Nut Raw,Grocery,6789.12,38.9,3.67,489,1.45,imported original,0.756,0.734,S0386,3.78,22,10.23,6,7,1,1.357824,0.007505,142.76,1
P0387,RGB Fan PC Case,Electronics,1876.45,23.8,3.89,312,1.03,discounted warranty,0.801,0.778,S0387,3.98,25,6.12,4,4,1,0.37529,0.012468,92.58,1
P0388,Shawl Pashmina,Fashion,3456.89,32.4,3.56,423,1.39,refurbished limited,0.712,0.678,S0388,3.45,19,10.89,6,7,0,0.691378,0.008417,115.36,0
P0389,Deep Fryer Electric,Home,5678.9,37.6,3.23,489,1.51,replica discounted,0.689,0.645,S0389,3.12,17,11.89,7,8,0,1.13578,0.006605,121.43,0
P0390,Bronzing Powder Shimmer,Beauty,1234.56,13.2,4.67,245,0.65,premium authentic,0.901,0.889,S0390,4.78,42,2.01,2,1,1,0.246912,0.019061,61.64,1
P0391,Toy Garage Parking Set,Toys,2876.45,26.4,4.01,356,1.03,authentic sealed,0.834,0.823,S0391,4.23,31,4.45,4,4,1,0.57529,0.011264,105.85,1
P0392,Sunflower Seed Butter,Grocery,1456.78,16.9,4.12,189,0.78,imported sealed,0.867,0.856,S0392,4.45,35,3.12,3,2,1,0.291356,0.021799,69.63,1
P0393,WiFi Extender Repeater,Electronics,2876.45,28.7,3.67,378,1.18,discounted limited,0.745,0.712,S0393,3.67,21,8.56,5,6,1,0.57529,0.009709,105.32,1
P0394,Capri Pants Cropped,Fashion,1234.89,14.6,4.34,245,0.73,premium warranty,0.878,0.867,S0394,4.67,38,2.78,3,2,1,0.246978,0.017714,63.36,1
P0395,Hand Mixer Electric,Home,2134.56,22.1,4.01,334,0.96,genuine imported,0.834,0.812,S0395,4.23,30,4.12,3,4,1,0.426912,0.012006,88.63,1
P0396,Sleeping Mask Gel Eye,Beauty,567.89,7.8,4.78,145,0.48,authentic premium,0.923,0.912,S0396,4.89,45,1.78,2,1,1,0.113578,0.032966,37.29,1
P0397,Toy Dinosaur Figure Set,Toys,1876.45,20.8,4.23,289,0.88,premium original,0.867,0.856,S0397,4.56,36,3.23,3,2,1,0.37529,0.014636,87.97,1
P0398,Pumpkin Seed Butter,Grocery,1987.45,19.2,4.12,212,0.84,imported premium,0.867,0.854,S0398,4.56,37,3.34,3,2,1,0.39749,0.019434,79.1,1
P0399,Portable Monitor 15 inch,Electronics,9876.54,50.4,2.56,589,1.87,replica discounted,0.545,0.489,S0399,2.56,9,22.34,11,12,0,1.975308,0.004346,129.02,0
P0400,Blazer Casual Unstructured,Fashion,4321.67,40.8,3.12,467,1.57,refurbished limited,0.667,0.612,S0400,2.89,14,13.56,8,9,0,0.864334,0.006681,127.32,0
P0401,Chopper Vegetable Manual,Home,892.45,12.4,4.34,189,0.69,premium sealed,0.878,0.867,S0401,4.56,37,2.67,2,2,1,0.17849,0.022963,53.82,1
P0402,Setting Powder Translucent,Beauty,1456.78,15.1,4.67,278,0.7,authentic premium,0.901,0.889,S0402,4.78,41,2.23,2,2,1,0.291356,0.016799,70.52,1
P0403,Toy Ambulance Vehicle,Toys,1234.56,16.3,4.12,223,0.79,genuine sealed,0.867,0.856,S0403,4.45,34,3.01,3,2,1,0.246912,0.018475,67.16,1
P0404,Almond Butter Crunchy,Grocery,2134.56,21.4,4.23,267,0.89,imported original,0.867,0.856,S0404,4.67,38,3.34,3,2,1,0.426912,0.015843,90.52,1
P0405,Surge Protector 6 Outlet,Electronics,1234.67,17.9,4.01,278,0.92,genuine warranty,0.845,0.823,S0405,4.23,31,4.01,3,3,1,0.246934,0.014424,71.78,1
P0406,Dupatta Silk Embroidered,Fashion,2876.45,27.3,3.89,389,1.13,discounted imported,0.789,0.767,S0406,3.89,24,7.23,5,5,1,0.57529,0.01,106.19,1
P0407,Egg Boiler Electric,Home,1876.45,21.6,4.12,312,0.93,premium warranty,0.856,0.845,S0407,4.45,33,3.78,3,3,1,0.37529,0.013205,88.99,1
P0408,Face Primer Mattifying,Beauty,1123.45,12.7,4.67,223,0.64,authentic premium,0.901,0.889,S0408,4.78,42,2.01,2,1,1,0.22469,0.020942,59.31,1
P0409,Toy Police Car Set,Toys,2345.89,24.1,4.01,334,0.99,premium genuine,0.834,0.823,S0409,4.34,32,3.89,3,3,1,0.469178,0.012006,96.63,1
P0410,Cashew Butter Smooth,Grocery,2876.45,25.4,4.12,334,0.96,imported sealed,0.856,0.845,S0410,4.56,36,3.56,3,3,1,0.57529,0.012335,104.65,1
P0411,Network Switch 8 Port,Electronics,2876.45,29.6,3.67,389,1.21,discounted limited,0.734,0.701,S0411,3.67,20,8.89,6,6,1,0.57529,0.009434,108.63,1
P0412,Nehru Jacket Ethnic,Fashion,3456.78,34.5,3.45,445,1.46,replica refurbished,0.712,0.667,S0412,3.34,18,11.23,7,8,0,0.691356,0.007753,119.16,0
P0413,Idli Maker Electric,Home,2134.56,23.9,3.89,356,1.04,genuine imported,0.812,0.789,S0413,4.01,27,5.89,4,4,1,0.426912,0.010927,92.99,1
P0414,Serum Niacinamide,Beauty,1678.9,16.8,4.56,298,0.71,authentic premium,0.901,0.889,S0414,4.78,41,2.34,2,2,1,0.33578,0.015302,76.61,1
P0415,Toy Fire Station Set,Toys,3987.23,31.8,3.78,412,1.24,discounted warranty,0.778,0.756,S0415,3.89,24,7.89,5,5,1,0.797446,0.009175,120.16,1
P0416,Tahini Sesame Paste,Grocery,1456.78,17.3,4.12,189,0.8,imported original,0.867,0.856,S0416,4.45,35,3.12,3,2,1,0.291356,0.021799,71.27,1
P0417,PC Speakers 2.1,Electronics,3456.78,32.9,3.56,423,1.41,replica discounted,0.701,0.656,S0417,3.45,19,10.67,6,7,0,0.691356,0.008417,117.15,0
P0418,Turtleneck Sweater,Fashion,2345.67,24.7,4.01,345,0.98,premium warranty,0.845,0.834,S0418,4.34,32,3.89,3,3,1,0.469134,0.011623,99.04,1
P0419,Dosa Tawa Non Stick,Home,1234.56,16.8,4.23,267,0.83,premium sealed,0.867,0.856,S0419,4.56,36,3.01,3,2,1,0.246912,0.015843,71.06,1
P0420,Brow Pomade Waterproof,Beauty,892.45,10.9,4.78,178,0.58,authentic premium,0.912,0.901,S0420,4.89,44,1.89,2,1,1,0.17849,0.026854,52.1,1
P0421,Toy Dinosaur Remote,Toys,4567.89,35.2,3.67,445,1.43,discounted limited,0.734,0.701,S0421,3.78,21,10.12,6,7,1,0.913578,0.008247,129.19,1
P0422,Flax Seed Oil Organic,Grocery,1876.45,19.8,4.12,245,0.86,imported premium,0.867,0.856,S0422,4.56,37,3.23,3,2,1,0.37529,0.016816,81.58,1
P0423,Graphics Drawing Tablet,Electronics,8976.54,47.3,2.78,578,1.79,replica refurbished,0.612,0.556,S0423,2.78,12,18.34,9,11,0,1.795308,0.00481,131.51,0
P0424,Kurta Pajama Set,Fashion,3987.45,33.6,3.56,445,1.44,discounted imported,0.723,0.689,S0424,3.67,20,10.45,6,7,1,0.79749,0.008,119.66,1
P0425,Chapati Maker Electric,Home,3456.78,30.2,3.78,423,1.26,genuine warranty,0.778,0.756,S0425,3.98,26,7.89,5,5,1,0.691356,0.008936,114.16,1
P0426,Lip Balm Tinted SPF,Beauty,456.78,6.7,4.89,123,0.43,premium authentic,0.934,0.923,S0426,4.91,47,1.56,2,1,1,0.091356,0.039756,32.76,1
P0427,Toy Race Track Set,Toys,5432.89,38.6,3.45,489,1.5,replica discounted,0.689,0.645,S0427,3.34,18,11.89,7,8,0,1.086578,0.007055,133.17,0
P0428,Pistachio Butter Raw,Grocery,4567.89,33.7,3.89,412,1.28,imported original,0.789,0.767,S0428,4.01,26,7.67,5,5,1,0.913578,0.009442,131.09,1
P0429,USB Hub 7 Port,Electronics,1876.45,22.8,4.01,312,0.97,genuine warranty,0.834,0.812,S0429,4.23,31,4.12,3,4,1,0.37529,0.012853,91.43,1
P0431,Gaming Console Bundle,Electronics,28976.54,71.2,1.78,845,2.14,replica discounted,0.423,0.367,S0431,1.89,4,34.89,15,15,0,5.795308,0.002107,126.7,0
P0432,Designer Suit Set,Fashion,8765.43,63.8,2.12,589,1.99,refurbished limited,0.489,0.434,S0432,2.34,7,28.45,13,14,0,1.753086,0.003599,135.23,0
P0433,Smart Refrigerator,Home,45678.9,75.6,1.56,912,2.18,discounted replica,0.389,0.334,S0433,1.67,3,37.89,15,15,0,9.13578,0.001711,117.94,0
P0434,Anti Wrinkle Cream Set,Beauty,3987.45,58.9,2.34,512,1.93,replica limited,0.512,0.456,S0434,2.45,8,26.78,12,13,0,0.79749,0.00457,137.83,0
P0435,Robot Dog Interactive,Toys,6789.12,64.3,1.98,623,2.04,discounted replica,0.445,0.389,S0435,2.01,6,29.67,13,14,0,1.357824,0.003178,127.32,0
P0436,Gourmet Spice Collection,Grocery,2876.45,52.8,2.56,445,1.86,refurbished discounted,0.534,0.478,S0436,2.67,10,23.45,11,12,0,0.57529,0.005753,135.17,0
P0437,Curved Gaming Monitor,Electronics,34567.89,69.4,1.89,789,2.12,replica discounted,0.412,0.356,S0437,1.78,4,33.67,14,15,0,6.913578,0.002395,131.17,0
P0438,Luxury Gown Evening,Fashion,9876.23,66.9,2.01,678,2.01,refurbished limited,0.467,0.412,S0438,2.12,6,30.45,13,14,0,1.975246,0.002965,134.47,0
P0439,Wine Cooler Fridge,Home,23456.78,68.2,1.78,734,2.08,discounted replica,0.423,0.367,S0439,1.89,5,32.89,14,15,0,4.691356,0.002425,121.4,0
P0440,Hair Growth Serum Set,Beauty,4567.89,61.7,2.23,534,1.96,replica discounted,0.498,0.445,S0440,2.34,7,27.56,12,14,0,0.913578,0.004176,137.59,0
P0441,LEGO Technic Large Set,Toys,8976.54,65.8,1.89,645,2.05,refurbished limited,0.434,0.378,S0441,2.01,5,28.89,13,14,0,1.795308,0.00293,124.37,0
P0442,Truffle Oil Premium,Grocery,5432.89,59.3,2.45,489,1.91,discounted replica,0.523,0.467,S0442,2.56,9,25.67,12,13,0,1.086578,0.00501,145.29,0
P0443,Mechanical Keyboard Pro,Electronics,12345.67,70.5,1.67,712,2.1,replica discounted,0.398,0.345,S0443,1.78,4,35.23,15,15,0,2.469134,0.002346,117.73,0
P0444,Wedding Lehenga Designer,Fashion,15678.9,72.8,1.56,756,2.14,refurbished replica,0.378,0.323,S0444,1.67,3,36.78,15,15,0,3.13578,0.002063,113.56,0
P0445,Smart Dishwasher,Home,38976.54,73.9,1.45,823,2.16,discounted limited,0.367,0.312,S0445,1.56,3,38.45,15,15,0,7.795308,0.001762,107.15,0
P0446,Luxury Skincare Set,Beauty,6789.23,62.4,2.12,578,1.98,replica discounted,0.489,0.434,S0446,2.23,7,28.67,13,14,0,1.357846,0.003668,132.29,0
P0447,Castle Building Set,Toys,7890.45,66.7,1.78,601,2.06,refurbished limited,0.423,0.378,S0447,1.89,5,31.23,14,14,0,1.57809,0.002962,118.65,0
P0448,Caviar Imported Black,Grocery,12345.67,68.9,1.89,689,2.09,discounted replica,0.412,0.367,S0448,2.01,6,32.45,14,15,0,2.469134,0.002743,130.22,0
P0449,RGB Liquid Cooling,Electronics,9876.54,67.8,1.98,645,2.04,replica discounted,0.445,0.389,S0449,2.12,6,30.89,13,14,0,1.975308,0.00307,134.23,0
P0450,Silk Saree Pure Kanjivaram,Fashion,11234.56,69.6,1.67,678,2.08,refurbished limited,0.398,0.356,S0450,1.78,4,33.89,14,15,0,2.246912,0.002463,116.25,0
P0451,Washing Machine 10kg,Home,28976.54,74.3,1.34,789,2.17,discounted replica,0.356,0.301,S0451,1.45,3,39.67,15,15,0,5.795308,0.001698,99.57,0
P0452,Diamond Face Serum,Beauty,8765.43,64.5,2.01,612,2,replica discounted,0.467,0.412,S0452,2.23,7,29.45,13,14,0,1.753086,0.003284,129.65,0
P0453,Giant Stuffed Bear,Toys,5678.23,60.8,2.23,523,1.94,refurbished limited,0.512,0.456,S0453,2.45,8,26.89,12,13,0,1.135646,0.004264,135.58,0
P0454,Saffron Spanish Premium,Grocery,9876.54,65.2,2.01,601,1.99,discounted replica,0.478,0.423,S0454,2.34,7,28.23,13,14,0,1.975308,0.003345,131.05,0
P0455,Professional Camera DSLR,Electronics,42378.9,76.8,1.23,867,2.19,replica discounted,0.345,0.289,S0455,1.34,2,40.89,15,15,0,8.47578,0.001419,94.47,0
P0456,Bridal Gown Luxury,Fashion,18976.54,74.9,1.45,778,2.15,refurbished limited,0.356,0.312,S0456,1.56,3,37.67,15,15,0,3.795308,0.001864,108.61,0
P0457,Robotic Vacuum Premium,Home,34567.89,72.6,1.56,801,2.13,discounted replica,0.378,0.334,S0457,1.67,4,36.45,15,15,0,6.913578,0.001948,113.29,0
P0458,Gold Infused Face Mask,Beauty,7890.23,63.7,2.12,589,1.98,replica discounted,0.489,0.445,S0458,2.34,7,28.89,13,14,0,1.578046,0.003599,135.04,0
P0459,Electronic Learning Robot,Toys,9876.23,67.4,1.89,645,2.06,refurbished limited,0.423,0.378,S0459,2.01,6,30.67,13,14,0,1.975246,0.00293,127.39,0
P0460,Matsutake Mushroom Dried,Grocery,15678.9,70.8,1.78,723,2.1,discounted replica,0.412,0.367,S0460,1.89,5,34.56,14,15,0,3.13578,0.002462,126.02,0
P0461,Studio Headphones Pro,Electronics,15678.9,71.9,1.67,734,2.11,replica discounted,0.398,0.356,S0461,1.78,4,35.78,15,15,0,3.13578,0.002275,120.08,0
P0462,Cashmere Shawl Pure,Fashion,12345.67,68.7,1.89,689,2.08,refurbished limited,0.412,0.367,S0462,2.01,6,32.67,14,15,0,2.469134,0.002743,129.85,0
P0463,Smart Oven Convection,Home,26789.34,73.4,1.45,767,2.14,discounted replica,0.367,0.323,S0463,1.56,3,38.23,15,15,0,5.357868,0.00189,106.43,0
P0464,Platinum Face Treatment,Beauty,9876.54,66.2,2.01,623,2,replica discounted,0.467,0.423,S0464,2.23,7,29.78,13,14,0,1.975308,0.003226,133.07,0
